participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.P1_1,player.P2_1,player.P3_1,player.P4_1,player.benef_2,player.P1_2,player.P2_2,player.P3_2,player.P4_2,player.benef_3,player.P1_3,player.P2_3,player.P3_3,player.P4_3,player.benef_4,player.P1_4,player.P2_4,player.P3_4,player.P4_4,player.benef_5,player.P1_5,player.P2_5,player.P3_5,player.P4_5,player.benef_6,player.P1_6,player.P2_6,player.P3_6,player.P4_6,player.benef_7,player.P1_7,player.P2_7,player.P3_7,player.P4_7,player.benef_8,player.P1_8,player.P2_8,player.P3_8,player.P4_8,player.benef_9,player.P1_9,player.P2_9,player.P3_9,player.P4_9,player.benef_10,player.P1_10,player.P2_10,player.P3_10,player.P4_10,player.benef_11,player.P1_11,player.P2_11,player.P3_11,player.P4_11,player.benef_12,player.P1_12,player.P2_12,player.P3_12,player.P4_12,player.benef_13,player.P1_13,player.P2_13,player.P3_13,player.P4_13,player.benef_14,player.P1_14,player.P2_14,player.P3_14,player.P4_14,player.benef_15,player.P1_15,player.P2_15,player.P3_15,player.P4_15,player.benef_16,player.P1_16,player.P2_16,player.P3_16,player.P4_16,player.benef_17,player.P1_17,player.P2_17,player.P3_17,player.P4_17,player.benef_18,player.P1_18,player.P2_18,player.P3_18,player.P4_18,player.benef_19,player.P1_19,player.P2_19,player.P3_19,player.P4_19,player.benef_20,player.points,player.payoff2,player.first_benef,player.P1_initial,player.P2_initial,player.P3_initial,player.P4_initial,player.first_income,player.number,player.id_group,player.exclusion,player.inclusion,player.own_team,player.other_team,player.fair,player.fair_benef,player.fair_benef_own,player.fair_benef_other,player.rejected,player.happy,player.well_being,player.colour,player.position,player.initial,player.first_role,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
23,iokliuq0,60c8f631c054dc9a3315855e,0,114,115,dictator,submission_prolific,2022-01-30 20:57:40.600189,1,,,0.0,23,,0.0,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,6,,2,0,2,0,0,0,1,9,3,3,,,4,4,,,4,4,4,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
24,w7qzdzrc,5e16bce18dffa0c6f76cda9b,0,114,115,dictator,submission_prolific,2022-01-30 20:57:44.506011,1,,,0.0,24,,0.0,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,8,,2,0,2,0,0,0,4,7,2,4,,,2,2,,,3,7,4,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
25,ky25tq54,6117c7ca13e573569166d127,0,114,115,dictator,submission_prolific,2022-01-30 20:59:24.047153,1,,,0.0,25,,0.0,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,1,0,3,10,,1,2,0,0,0,0,3,8,4,4,,,5,3,,,2,8,7,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
26,nmgevc7l,58c84d506d1c600001a09319,0,64,115,exclusion_control,Introduction,2022-01-30 20:59:38.184197,1,,,0.0,26,,0.0,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,12,,2,0,2,0,0,2,2,9,,,,,,,,,,,,Purple,Beneficiary,,,1,1,u1vjsq99,,,,,0
27,8c2hd8vp,5d6420263e95f50001053ce4,0,114,115,dictator,submission_prolific,2022-01-30 20:59:42.040083,1,,,0.0,27,,0.0,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,6,,2,0,2,0,0,0,3,9,1,5,,,4,5,,,4,8,8,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
28,bhpvbdso,610351a3f6c1b632de5d0040,0,114,115,dictator,submission_prolific,2022-01-30 21:00:01.619296,1,,,0.0,28,,0.0,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,1,0,3,10,,1,2,0,0,0,0,4,8,2,4,,,4,3,,,4,5,6,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
29,i47gbl7g,60a2fae17fe95f27ca52e424,0,114,115,dictator,submission_prolific,2022-01-30 21:01:17.989138,1,,,0.0,29,,0.0,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,1,0,3,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,10,,4,0,0,0,2,0,1,10,1,5,,,5,5,,,5,10,5,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
30,ypvd7rfb,60f739a02be80f8a9108ae3d,0,114,115,dictator,submission_prolific,2022-01-30 21:02:00.874602,1,,,0.0,30,,0.0,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,1,0,3,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,10,,4,0,0,0,2,0,2,10,4,3,,,2,2,,,2,4,3,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
31,ico5xmz8,5f7d22898f1f7e1fa9dda650,0,114,115,dictator,submission_prolific,2022-01-30 21:02:02.305047,1,,,0.0,31,,0.0,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,1,0,3,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,10,,4,0,0,0,2,0,3,10,2,4,,,4,4,,,4,3,3,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
32,9hirz5nn,5d8a9a4e3ff02d00016fafca,0,114,115,dictator,submission_prolific,2022-01-30 21:02:02.507998,1,,,0.0,32,,0.0,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,14,,2,0,2,0,0,0,4,9,3,3,,,3,3,,,4,6,5,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
33,wiji112g,615cf2d3e9dfb81e7ef3668d,0,114,115,dictator,submission_prolific,2022-01-30 21:02:43.498244,1,,,0.0,33,,0.0,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,0,1,4,0,0,1,0,3,0,1,0,0,2,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,8,,4,0,0,0,2,0,1,11,2,4,,,3,4,,,3,7,8,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
34,p8uuggma,60fd99351090788eaebbda7b,0,114,115,dictator,submission_prolific,2022-01-30 21:02:46.489968,1,,,0.0,34,,0.0,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,10,,4,0,0,0,2,0,1,12,1,5,,,5,5,,,5,8,5,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
35,ab0iqp0s,606efc02131bf097def132a2,0,114,115,dictator,submission_prolific,2022-01-30 21:03:11.668359,1,,,0.0,35,,0.0,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,1,0,3,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,8,,4,0,0,0,2,2,4,10,5,1,,,4,3,,,4,7,5,Purple,Beneficiary,,,1,1,u1vjsq99,,,,,0
36,24q885p6,5f39a97fb9eddd145dff233e,0,114,115,dictator,submission_prolific,2022-01-30 21:03:27.124438,1,,,0.0,36,,0.0,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,10,,4,0,0,0,2,0,2,12,2,3,,,4,4,,,3,4,5,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
37,acrmfao8,611f4f5b19a39508269149c5,0,114,115,dictator,submission_prolific,2022-01-30 21:03:34.478133,1,,,0.0,37,,0.0,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,0,1,4,0,0,1,0,3,0,1,0,0,2,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,12,,4,0,0,0,2,0,2,11,3,2,,,1,2,,,3,8,5,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
38,iw6bby1r,5ee0554d395f86389a14cc39,0,106,115,exclusion_control,survey,2022-01-30 21:03:57.362815,1,,,0.0,38,,0.0,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,10,,4,0,0,0,2,0,3,12,,,,,,,,,,,,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
39,1g8lm84h,5ee9b7270e94f636a8e81ee4,0,114,115,dictator,submission_prolific,2022-01-30 21:03:58.594124,1,,,0.0,39,,0.0,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,0,1,4,0,0,1,0,3,0,1,0,0,2,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,8,,4,0,0,0,2,0,3,11,2,4,,,4,4,,,3,4,4,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
40,6pndzv7k,61089eb2f125d1eedafeae42,0,114,115,dictator,submission_prolific,2022-01-30 21:04:07.393315,1,,,0.0,40,,0.0,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,0,1,4,0,0,1,0,3,0,1,0,0,2,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,10,,4,0,0,0,2,2,4,11,3,3,,,5,5,,,4,7,5,Purple,Beneficiary,,,1,1,u1vjsq99,,,,,0
41,qizyrx00,6025b3681ff1521a3369dffe,0,114,115,dictator,submission_prolific,2022-01-30 21:04:11.617731,1,,,0.0,41,,0.0,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,10,,3,0,0,2,0,0,1,13,1,5,,,5,5,,,5,10,5,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
42,9kz5zb56,60185baa7d10160c486bc4bc,0,114,115,dictator,submission_prolific,2022-01-30 21:04:23.245334,1,,,0.0,42,,0.0,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,0,0,1,4,0,0,1,0,3,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,8,,2,0,2,0,0,0,1,14,4,3,,,3,3,,,2,4,3,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
43,nntmbm4a,60fedfc700906f110c81310e,0,114,115,dictator,submission_prolific,2022-01-30 21:04:29.617268,1,,,0.0,43,,0.0,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,10,,3,0,0,2,0,0,2,13,2,4,,,3,3,,,2,5,2,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
44,p1d1mawj,6107272874f58769a86a21b9,0,114,115,dictator,submission_prolific,2022-01-30 21:04:35.129783,1,,,0.0,44,,0.0,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,8,,3,0,0,2,0,2,3,13,1,5,,,5,5,,,5,9,5,Green,Beneficiary,,,1,1,u1vjsq99,,,,,0
45,u6onetpa,5da7aeeaf1f30c001892ffc9,0,114,115,dictator,submission_prolific,2022-01-30 21:04:43.821785,1,,,0.0,45,,0.0,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,10,,3,0,0,2,0,0,4,13,2,4,,,4,4,,,4,8,7,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
46,yoqhaowc,5fc50c78a62b160ac5f58e2e,0,114,115,dictator,submission_prolific,2022-01-30 21:04:54.819414,1,,,0.0,46,,0.0,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,,1,2,0,0,0,2,1,15,3,3,,,3,3,,,4,7,5,Green,Beneficiary,,,1,1,u1vjsq99,,,,,0
47,w4p9oxdq,5f6a24cc0d27e008cb1b8488,0,114,115,dictator,submission_prolific,2022-01-30 21:04:57.632337,1,,,0.0,47,,0.0,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,0,0,1,4,0,0,1,0,3,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,8,,2,0,2,0,0,2,2,14,5,1,,,3,3,,,4,5,7,Purple,Beneficiary,,,1,1,u1vjsq99,,,,,0
48,vr2wu4ak,60abe580aa82f25a7acc9800,0,114,115,dictator,submission_prolific,2022-01-30 21:05:03.891987,1,,,0.0,48,,0.0,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,18,,1,2,0,0,0,0,2,15,1,5,,,1,1,,,4,10,8,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
49,4qzz5opi,606ea77c23c62ce664b759f1,0,114,115,dictator,submission_prolific,2022-01-30 21:05:08.551911,1,,,0.0,49,,0.0,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,0,0,1,4,0,0,1,0,3,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,12,,2,0,2,0,0,0,3,14,3,3,,,4,3,,,3,5,5,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
50,jjgoelsd,5e93f4e38099ec730377b072,0,114,115,dictator,submission_prolific,2022-01-30 21:05:38.505915,1,,,0.0,50,,0.0,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,0,0,1,4,0,0,1,0,3,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,10,,2,0,2,0,0,0,4,14,3,3,,,3,3,,,3,7,6,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
51,vhyxeouy,5ba7a90d168e5e0001e47228,0,114,115,dictator,submission_prolific,2022-01-30 21:05:40.439104,1,,,0.0,51,,0.0,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,2,,1,2,0,0,0,0,3,15,4,2,,,1,1,,,1,6,7,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
52,y04kk1i9,5f13c80de764c617c6b83856,0,114,115,dictator,submission_prolific,2022-01-30 21:05:52.858017,1,,,0.0,52,,0.0,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,18,,1,2,0,0,0,2,1,16,2,4,,,2,3,,,3,6,5,Green,Beneficiary,,,1,1,u1vjsq99,,,,,0
53,dn9g8561,60b7febe7ed0e65ddeed0dde,0,114,115,dictator,submission_prolific,2022-01-30 21:06:58.999362,1,,,0.0,53,,0.0,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,18,,1,2,0,0,0,0,4,15,1,5,,,2,2,,,5,3,2,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
54,o5g83z4h,610168bb050449e6d6d4bfbe,0,114,115,dictator,submission_prolific,2022-01-30 21:07:03.662519,1,,,0.0,54,,0.0,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,,1,2,0,0,0,0,2,16,5,2,,,1,1,,,1,0,0,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
55,vk64mh6i,610118f905527bf7e57e1848,0,2,115,start_cont,effort,2022-01-30 21:07:04.083737,1,,,0.0,55,,0.0,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,20,,1,2,0,0,0,0,3,16,,,,,,,,,,,,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
56,9wks802s,61003e522bc23b7b3f65a8c0,0,114,115,dictator,submission_prolific,2022-01-30 21:07:08.232841,1,,,0.0,56,,0.0,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,10,,1,2,0,0,0,2,1,18,4,3,,,4,4,,,2,9,8,Green,Beneficiary,,,1,1,u1vjsq99,,,,,0
